BindingDB_MonomerID,Affinities
50228072,6.3979
50230537,8.1079
50232933,6.9393
50232934,6.4377
50232935,7.4815
50232936,6.6108
50232937,7.6021
50232939,6.4921
50232942,6.3307
50234380,8.8127
50234402,5.5
50234418,5.4893
50239215,6.5086
50240605,5.4733
50240606,5.6609
50240608,5.6897
50242537,6.3726
50242539,6.5003
50242548,6.8928
50242549,6.6459
50242556,6.3556
50242557,6.1373
50242558,5.983
50242565,6.5638
50242566,6.3536
50242567,6.71
50242568,6.7878
50242582,7.9316
50242598,6.4685
50242599,6.4763
50242600,6.7305
50242601,6.6904
50243535,9.2998
50243536,9.5324
50243545,8.8075
50243546,7.8464
50243547,8.7004
50243560,7.9499
50243561,9.3015
50243587,8.9996
50243588,9.5619
50243589,9.269
50243593,9.4284
50243594,9.0848
50243608,9.2619
50243609,9.2411
50243610,8.9125
50243611,8.8502
50243612,9.2452
50243625,9.269
50243626,9.3413
50243627,9.5536
50243637,9.0997
50243644,9.0913
50243645,9.4396
50243706,5.9176
50243717,8.0339
50243718,8.5654
50243719,7.8633
50243861,5.365
50243961,5.3298
50244009,5.3778
50244010,5.6205
50244060,5.5837
50244098,5.3435
50244178,5.605
50244214,5.459
50244244,4.7848
50244252,8.5045
50244281,8.5969
50244282,7.4634
50244283,7.9586
50244284,8.7328
50244316,5.5065
50244317,6.3089
50244318,6.9586
50244319,6.3915
50244320,8.752
50244321,7.1186
50244322,8.279
50244323,7.7258
50244351,5.3218
50244357,8.5528
50244358,8.2984
50244359,8.7986
50244360,8.4384
50246638,6.5229
50246639,5.8539
50247204,6.6778
50247205,5.9586
50247390,4.7959
50247415,6.0706
50247416,5.585
50247428,6
50247429,5.9586
50247430,5.8861
50248604,6.4447
50248606,7.0284
50249585,6.7447
50249594,5.9586
50249595,6
50251115,6.098
50251130,7.202
50251131,7.3063
50251132,6.8356
50251133,6.5436
50253298,8.7696
50253299,8.585
50253300,8.6778
50253301,7.4855
50253329,7.6635
50253474,7.219
50253475,7.6778
50253476,8.1487
50253477,7.9788
50253527,8.1367
50253528,8.1079
50253529,8.2147
50253530,7.1851
50253554,7.8962
50253555,7.6345
50253556,7.0841
50253557,6.9059
50253587,7.3665
50253704,7.4461
50253705,7.3904
50253755,7.2993
50253756,6.7994
50253757,8.5229
50253758,8.3889
50253804,8.1024
50253805,8.5378
50253806,8.7796
50253807,8.6153
50253826,8.9269
50253843,8.5678
50253844,8.4857
50253845,8.2924
50253846,7.6655
50253861,7.3861
50253862,9.1221
50253863,7.3723
50253881,7.5607
50253882,7.2373
50253883,7.6861
50253884,7.1844
50253915,7.5482
50253916,7.6162
50253917,8.8539
50253918,8.8861
50256074,5.9306
50256075,6.7724
50256119,7.1746
50256120,6.6914
50256121,6.8404
50256122,7.7144
50256170,6.5814
50256171,7.9355
50256172,6.3476
50256173,7.5901
50256218,8.0315
50256219,7.3098
50256220,7.5086
50256221,6.2048
50256222,6.2882
50256271,7.0867
50256272,7.3107
50256273,7.1884
50256274,7.6459
50256315,7.2291
50256316,6.8182
50256317,9
50256318,9.0458
50256319,9
50256332,6.6002
50256377,7.7696
50256378,8.3098
50256379,8.2827
50256380,8.0362
50256381,7.8539
50256430,8.3098
50256431,7.8539
50256432,7.1192
50256433,6.9957
50256747,5.3471
50258525,6.2518
50258526,6.2518
50258527,7.2518
50258569,5.2518
50258570,6
50258571,5.1582
50258572,6.0177
50258604,8.0177
50258605,7.7447
50258606,5.7959
50258607,5.2794
50258608,5.8184
50258652,6.699
50258653,6.5229
50258654,6.699
50258726,6.8761
50258727,6.7496
50258738,6.9272
50258739,7.1549
50258740,7.1308
50258766,6.9567
50258767,7.5229
50258768,7.2296
50258769,7.0985
50258770,5.8729
50258771,6.8729
50258772,6.8794
50258781,6.2874
50258782,6.4763
50258783,5.8996
50258784,6.5376
50258785,6.7212
50258786,6.6364
50258802,6.4525
50258807,6.0757
50258818,6.8508
50258826,7.091
50258834,6.4711
50258835,6.2284
50258836,6.3372
50258863,5.8041
50258864,5.8827
50258865,6.6126
50258866,7.0915
50258867,7.0223
50258868,6.71
50259094,6.8861
50259136,6.7212
50259137,5.6021
50259138,5.8239
50259139,8.1308
50259140,8.2218
50259181,7.3979
50259182,7.9586
50259183,7.2291
50259184,7.7959
50259222,9.2007
50259223,8.7212
50259224,8.6576
50259225,8.5686
50259269,8.3872
50259270,6.8239
50259271,8.1249
50259272,8.0706
50259336,8.0223
50259337,8.9586
50259338,7.0862
50259339,8.7212
50259389,7.4685
50259390,8.2291
50259391,9
50259392,8.4949
50259491,8.5229
50259492,8.9586
50259493,8
50259494,7.5528
50259544,7
50259574,8.0969
50260120,6
50260511,5.6778
50260626,5.5654
50260673,5.8297
50260681,8.7289
50260682,9.041
50260709,5.8794
50260712,7.1612
50260717,8.757
50260718,8.7799
50260719,7.8251
50260720,8.5467
50260750,5.5214
50260753,5.8359
50260765,7.4904
50260766,8.0083
50260767,9.1739
50260768,9.0605
50260803,8.7169
50260804,8.7055
50260805,9.0969
50260806,9.4437
50261052,5.762
50261099,5.821
50261202,5.5528
50261233,6.4949
50263032,6.5528
50263033,7.2366
50263034,6.2518
50263035,5.6576
50263073,6.2518
50263074,6.6576
50263075,6.2518
50263114,6.2518
50263115,6.2518
50263116,6.2518
50263117,6.0458
50263151,5.4685
50263152,5.6576
50263153,5.7212
50263154,6.2518
50263155,5.7959
50263197,6.0969
50265621,5
50265647,6.4191
50265747,5.9772
50265755,5.5039
50265756,5.8604
50265758,5.2963
50266807,7.4949
50266808,7.4815
50266809,7.8539
50266830,6.8827
50266832,8.699
50266833,7.9872
50266864,7.6198
50267256,5.5229
50267257,6.7696
50267258,7.7959
50267259,6.8239
50267260,6.3279
50267354,5.4559
50267372,7.1304
50267373,7.9586
50267374,8.3279
50267375,7.8861
50267403,5.1938
50267404,5.0132
50267405,5.0132
50267406,5.0132
50267407,5.3768
50267484,8.301
50267485,8.2218
50267486,8.301
50267487,9.1109
50267543,7.585
50267544,6.3979
50267545,9.6505
50267582,7.2822
50267583,8.2218
50267584,9.301
50267585,9.5229
50267602,6.5003
50267603,7.2518
50267615,8.0969
50267616,8.0969
50267617,8.699
50267634,5.5
50267635,5.5
50267636,5.6
50267638,6.1002
50267650,8.3979
50267651,8.0969
50267652,8.301
50267671,6.5528
50267672,5.6536
50267673,6.699
50267674,8.2518
50267686,8.8239
50267687,9.1549
50267688,9.2218
50267711,7.699
50267712,6.7696
50267714,5.6383
50267728,8.1549
50267729,7.301
50267730,9.5229
50267753,7
50267754,6
50267755,5.2676
50267756,5.4685
50267771,6.585
50267772,6.3979
50267773,6.3768
50267774,7.0223
50267775,9.5229
50267776,8.0458
50267777,7.699
50267799,5.5498
50267820,6.699
50267821,6.1079
50267823,6.699
50267824,7
50267825,6.3979
50267869,6.5086
50267870,5.3279
50267871,6.5376
50267872,6.3979
50267873,8
50267874,8.5229
50267903,6.1549
50267904,5.5528
50267905,5.0458
50267906,5.5086
50267907,9.699
50267908,8
50267941,6.0969
50267942,6.6576
50267943,6.6383
50270539,6.8239
50270540,7.6105
50271285,7.6066
50271286,6.7066
50271287,8.0138
50271288,6.7093
50272342,5.5986
50272388,5.9136
50272389,5.5719
50272390,6.1314
50272391,6.1574
50272423,6.0017
50272424,6.1938
50272425,5.6778
50272461,6.8545
50272462,7.5122
50272463,7.8447
50272464,6.7959
50272485,7.5272
50272486,8.2757
50272508,8.2147
50272509,7.5528
50272546,5.58
50272567,7.8239
50272598,7.7906
50274019,5.5086
50274020,5.7212
50274021,5.2441
50274056,5.0757
50274180,5.2218
50274181,5.0655
50274182,5.7696
50274183,5.585
50274779,5.6383
50277136,6.2924
50277137,6.1249
50277152,6.1938
50277153,6.5769
50277154,6.1024
50277155,5.7447
50277192,6.4089
50277193,6.8861
50277194,6.699
50277195,6.585
50277196,6.8861
50277224,6.2518
50277226,6.8539
50277227,6.5086
50277228,6.2757
50277266,5.9586
50277267,5.9586
50277268,6.1135
50277269,6.5686
50277270,6.1308
50277305,5.8539
50277306,5.1555
50277307,5.9208
50277308,5.9208
50277309,6.3279
50277339,5.4685
50277340,5.9208
50277341,5.7212
50277343,6.5686
50277377,5.9586
50277379,5.5376
50278418,7.8633
50279009,7.0814
50279010,7.262
50279011,6.9706
50279046,6.0687
50279047,5.9544
50279048,6.604
50279049,7.0214
50279084,6.7055
50279085,6.488
50279086,7.8894
50279087,7.3242
50279123,7.7878
50279124,6.6741
50279125,7.7986
50279126,8.2007
50279166,7.9208
50279167,7.3716
50279168,7.3575
50279169,7.2725
50279202,7.4868
50279203,7.6421
50279204,7.8356
50279205,7.9101
50279239,7.4737
50279240,7.4711
50284000,8.0223
50286425,5.8871
50287801,5.3363
50287802,4.9891
50287803,6.057
50287804,4.7747
50287805,5.2541
50287806,5.4958
50287807,5.5929
50287808,5.7645
50287809,5.4437
50287810,5.1752
50287930,8.6576
50287933,7.1202
50287934,8.7447
50287935,7.1024
50287936,7.4089
50287937,6.4559
50287938,6.2069
50287939,5.3909
50287940,5.3109
50287941,8.6576
50287942,7.0132
50292278,6.5331
50292882,5.5528
50295926,5.8611
50296142,6.644
50296143,6.5918
50296144,6.5784
50296145,6.5638
50296146,6.5421
50296147,6.5114
50296148,6.4881
50296149,6.284
50296150,6.284
50296151,6.214
50296152,6.058
50296153,5.9872
50296154,5.9792
50296155,5.9642
50296156,5.9292
50296157,5.8318
50296158,5.7943
50296159,5.7535
50296160,5.7115
50296161,5.6442
50296162,5.6385
50296163,5.6356
50296164,5.6205
50296165,5.5862
50296166,5.5661
50296167,5.5552
50296168,5.4035
50296169,5.1255
50296170,6
50296484,6.2518
50296485,8.1549
50298915,7.2518
50298916,6.0757
50298917,7.3872
50298918,7.0044
50298919,7.2676
50298920,7.301
50298921,6.7825
50298922,7.2518
50298923,6.2518
50298924,6.2518
50298925,5.6198
50298926,6.4202
50298927,6.0232
50298928,6.5086
50298929,7.0969
50298930,6.4622
50298931,6.4685
50298932,5.6778
50298934,7.0969
50298935,8.2518
50298936,7.9208
50298937,7.4437
50298938,6.4089
50298939,7
50298941,8.4685
50298942,7.8539
50298943,7.5086
50298944,8.2518
50298945,7.301
50298946,6.6198
50298947,7.1549
50298948,5.8861
50298949,7.2518
50298950,6.8239
50298951,6.8069
50298952,6.9508
50298953,6.9318
50298954,7.5229
50298955,6.8416
50298956,7.0458
50298957,7.0177
50298958,7.699
50298959,7.0757
50298960,6.6615
50298961,6.4342
50298962,6.8041
50298963,7.1549
50298964,6.644
50298965,6.8539
50298966,6.9208
50300455,7.3665
50300456,7.1308
50300457,7.3279
50300458,7.9136
50301027,8.1249
50301028,7.9136
50301029,7.7471
50301030,8.7959
50301031,7.4237
50301032,7.3098
50301033,7.308
50301034,7.3363
50301035,7.3215
50301036,7.71
50301037,8.0655
50301038,6.7305
50301039,6.5214
50301040,6.6925
50301041,7.0132
50301042,7.9957
50301043,5.5255
50301044,6.8794
50301045,6.8665
50301306,6.9586
50301311,5.4685
50301312,5.2007
50301313,5.7959
50301315,6.301
50301316,6.2676
50301317,5.9586
50301318,5.8539
50301319,5.6778
50301320,5.0458
50301321,5.7696
50301322,5.4089
50301735,8.1192
50301738,8.0458
50301739,10
50301743,8.0458
50301745,8.301
50301746,8.3279
50301747,10
50301748,8.1024
50301749,8.4202
50301751,8.284
50301752,8.0223
50302295,5.3665
50302299,5.7447
50302302,5.9586
50302304,5.6021
50302305,5.4202
50303524,5.3665
50303525,7.041
50303526,6.8239
50303527,7.5902
50303529,5.6576
50303531,6.1675
50303532,6.1487
50303533,6.1805
50303534,7.4089
50303537,5.7375
50303538,6.4202
50303539,6.6778
50303540,5.6925
50303541,7.3188
50303542,5.7212
50303544,5.6576
50303545,6.5086
50303547,6.1549
50303548,6.8297
50303549,5.699
50303550,5.3768
50303551,6.4559
50303553,6.5528
50303554,6.1427
50303555,6.6576
50303556,6.2007
50303557,7.041
50303558,8.2596
50303563,5.6676
50303565,6.1024
50303566,6.2549
50303570,6.2692
50303571,7.2076
50303572,7.1367
50303573,5.4737
50303574,5.8386
50303575,6.8827
50303577,5.51
50303581,6.2104
50303582,6.4413
50303583,5.7878
50303835,8.5086
50303836,7.7212
50303837,8.0177
50303838,7.5686
50303839,7.3768
50303840,7.2676
50303841,7.3188
50303842,7.0555
50303843,6.1543
50303844,7.8539
50303845,7.3665
50303846,7.5086
50304914,5.9586
50304915,5.5086
50304916,6.1079
50304917,5.6021
50304918,6.0809
50304919,6.8539
50304920,5.7696
50304921,5.8539
50304922,5.4685
50304923,5.4202
50304924,5.7447
50304925,5.6778
50304926,6.1871
50305388,8.4685
50305389,7.5686
50305390,7.699
50305391,7.7696
50305392,6.7011
50305393,8.6576
50305394,5.5513
50305395,8.6778
50305396,8.9208
50305397,8.5787
50305398,8.585
50305399,8.3872
50305400,8.3768
50305401,8.7959
50305402,8.1549
50305403,9.2924
50305404,9.1549
50305405,8.2518
50305406,5.9547
50305407,7.9586
50305408,7.2441
50305409,7.8539
50305410,7.7447
50305411,7.7212
50305412,7.2596
50305413,7.7959
50305414,7.8239
50305415,9.3872
50305416,8.1079
50305417,8.7696
50305418,8.2366
50305419,8.7212
50305420,8.4348
50305421,7.1487
50305422,9.3098
50305423,9.284
50305424,8.7959
50305425,8.6576
50305426,7.5086
50305427,8.9208
50305428,8.1367
50305429,5.3516
50305430,5.2041
50305431,7.8861
50305432,9
50305433,8.4202
50305434,8.0362
50305435,8.5229
50305436,7.6383
50305437,8.2441
50305438,8.6778
50305439,8.2441
50305440,9.6576
50305984,8.6198
50305985,8.5376
50305986,8.2366
50305987,8.3468
50305988,8.2757
50305989,5.3872
50306009,5.0044
50306010,5.1612
50306011,5.7918
50306013,6.0458
50306014,5.6021
50306016,5.6021
50306017,5.6576
50306018,5.6021
50306019,6.2518
50306214,8.8949
50306215,9.2147
50306216,8.8154
50306217,8.3423
50306218,7.585
50306219,7.2924
50306220,9.2924
50306221,9.2676
50306222,9.4354
50306223,8.7212
50306224,8.4202
50306225,9.1752
50306226,8.6212
50306227,7.6778
50306228,8.8239
50306229,8.9586
50306230,9.0116
50306231,8.8507
50306232,9.3196
50306233,8.704
50306234,9.5683
50306235,9.3604
50306236,8.6213
50306237,7.8114
50306238,7.5229
50306239,8.6763
50306240,8.4687
50306526,6.02
50306528,9.6198
50306529,7.1688
50306530,7.9318
50306531,5.8729
50306532,6.4776
50306534,5.7352
50306542,6.2104
50306543,5.7645
50308537,6.7077
50308539,6.4908
50308540,6.1349
50308546,5.5414
50309027,8.041
50309028,7.7959
50309029,7.4559
50309030,8.2007
50309031,7.4815
50309032,7.2007
50309033,7.7447
50309034,7.4815
50309035,7.2441
50309036,7.8861
50309037,6.3458
50309038,7.3565
50309039,6.1612
50309040,6.2565
50309041,8.0969
50309042,7.2441
50309043,8.2924
50309044,7.3768
50309045,8.2366
50309046,8.3768
50309047,8.4202
50309048,7.2147
50309049,8.301
50309050,8.2218
50309051,6.8013
50309052,6.8761
50309053,6.3307
50309054,7.8239
50309055,6.9626
50309057,7.1427
50309058,6.1463
50309059,6.3526
50309060,6.9508
50309061,8.6383
50309062,7.3188
50309533,5.3985
50309534,5.311
50309535,5.5217
50309536,5.2641
50309537,5.8471
50309539,5.7001
50309540,5.3817
50309995,7.5498
50310000,8.6003
50311076,8.4685
50312578,6.7852
50312579,7.284
50312580,6.6216
50312581,6.9747
50312582,8.416
50312583,6.7786
50312584,7.7978
50312585,7.9586
50312586,7.9026
50312587,7.6295
50312588,7.7076
50312589,6.5361
50312590,6.2651
50312591,8.134
50312592,7.3849
50312593,7.2518
50312594,6.9547
50312595,6.8746
50312596,8.6244
50312597,8.7219
50312598,7.7158
50312599,9.1963
50312600,8.1734
50312601,7.8356
50312602,8.2136
50312603,8.0825
50312604,8.3468
50312819,6.982
50312820,8.0362
50312821,7.6779
50312822,8.699
50312823,7.2366
50312824,7.0757
50312825,7.6635
50312826,7.2757
50312827,7.4318
50312828,7.9469
50312829,6.8508
50312830,7.2596
50312831,8.1249
50312832,7.8386
50312833,8.3279
50312834,6.8539
50312835,7.3768
50312836,6.3344
50312841,6.2984
50314108,8.3665
50314109,7.2518
50314110,7.7696
50314111,7.8861
50314112,8.7212
50314113,8.7696
50314114,8.4559
50314115,8.2596
50314116,8.3665
50314117,7.699
50314118,9.2366
50314119,9.4089
50314120,8.9208
50314121,8.9208
50314122,9.3979
50314123,8.2676
50316513,9
50316514,8.4209
50316515,8.7696
50316516,8.1871
50316517,8.7447
50316518,9.1549
50316519,9.1549
50316520,9.2218
50316521,8.3979
50316522,8.8861
50316523,8.6778
50316524,9.699
50316525,9.301
50316526,8.8539
50316527,9.699
50316528,9.5229
50316529,9.699
50316530,8.699
50316531,9.2218
50316532,9.2218
50316533,8.8861
50316534,8.9208
50316535,7.2518
50316536,8.9586
50316537,6.3188
50316538,8.1163
50317245,7.699
50317246,8.0506
50317248,7.9208
50317249,7.2924
50317250,8.5229
50317251,7.9208
50317252,7.8861
50317253,8
50317254,7.9208
50317255,7.5686
50317256,7.4685
50318477,5.1308
50318484,5.5434
50318486,6.1463
50318487,5.9171
50320172,6.9586
50320173,7.3372
50320174,8.7696
50320175,8.6778
50320176,8.7696
50320177,8.5229
50320178,7.0132
50320179,7.8539
50320180,8.4318
50320181,8.7447
50320182,6.1024
50320183,8.8861
50320184,9.5229
50320185,9.1549
50320186,9.3979
50320187,9.699
50320188,6.8861
50320189,7.0969
50320190,7.7212
50320191,8.3665
50320192,7.3279
50320193,6.9208
50320194,7.8239
50320195,7.6778
50320196,8.4949
50320197,8.7212
50320198,8.7696
50320199,7.6383
50320200,8.0862
50320201,8.3098
50320202,7.8239
50323006,8.8539
50323607,9.2291
50323608,7.6576
50323609,6.4685
50323610,7.6021
50323611,5.8861
50323612,6.0915
50323613,5.699
50324630,5.6819
50324632,6.3372
50324644,6.2924
50324645,6.4437
50324646,6.6096
50324652,7.5272
50324655,6.0458
50324657,5.4935
50324658,8.5528
50324659,5.7212
50324660,5.7696
50324663,6.3188
50325035,6.9031
50325036,6.5376
50325575,7.8477
50325576,7.3478
50325577,7.4949
50325578,7.7144
50325579,7.284
50325580,7.8153
50325581,7.9245
50325582,7.4802
50325583,7.1549
50325584,7.8131
50325585,6.7852
50325586,8.0458
50325587,7.7932
50325588,8.0362
50325589,6.9281
50325590,8.3279
50325591,8.2147
50325592,8.1308
50325593,7.2924
50325594,7.8153
50325595,7.7932
50325596,7.8069
50325597,8.1938
50325598,7.1675
50325599,8.4868
50325879,6.983
50325880,7.1938
50325881,6.5702
50325882,7.6778
50325883,7.1367
50325884,7.2924
50325885,7.2366
50325886,7.4318
50325887,7.3468
50325888,8.1549
50325889,7.3468
50325890,8.5229
50325891,7.6383
50325892,8.1549
50325893,7.5686
50325894,8.301
50325895,7.7212
50326618,6.5686
50328950,7.2174
50328951,7.254
50328952,8.1329
50328953,7.342
50328954,7.0687
50328955,6.8336
50328956,8.4897
50328957,8.0592
50328958,7.5204
50328959,6.5478
50328960,8.1066
50328961,7.6179
50328962,6.921
50328963,5.8067
50328964,6.8169
50328965,7.6614
50328966,7.8048
50328967,8.0458
50328969,6.1038
50330773,8.9208
50332872,6.2594
50332873,6.5645
50332874,7.0915
50332875,6.2721
50332876,6.9062
50332877,6.6757
50332878,6.5375
50332879,6.9097
50332880,6.7397
50332881,6.4291
50332882,6.5067
50332883,7.0123
50332884,6.4339
50332885,6.2849
50332886,7.0482
50332887,7.3224
50332888,7.341
50332889,6.8027
50332890,6.6317
50332891,6.8219
50332892,6.7133
50332893,7.426
50332894,6.9801
50332895,7.0424
50334011,6
50334565,6.3429
50334567,6.2277
50334568,6.2248
50334569,6.032
50334570,6.8827
50334582,6.2034
50334583,6.4342
50334589,7.2907
50334590,7.4634
50334591,6.8729
50334592,6.4157
50335931,7.2757
50335932,5.9586
50335933,5.3872
50335934,8.2368
50335936,6.3188
50335939,5.7696
50335940,7.0223
50335941,7.3768
50335942,5.6778
50335945,5.7447
50335946,6.1871
50335947,5.2641
50335948,5.8471
50335949,7.5528
50335950,8.8861
50340310,5.5909
50340311,5.6519
50340312,7.0458
50340313,6.4597
50340314,4.8962
50340315,7.1675
50340318,6.1518
50341131,6.7011
50341132,6.8508
50341919,5.3719
50341920,6.0315
50341922,6.0164
50341923,5.6942
50341927,5.3427
50341928,6.5058
50341929,6.7258
50341933,5.8159
50341934,6.5834
50341935,5.4633
50341936,5.9991
50341951,5.2993
50341957,5.4628
50341962,5.3932
50342037,7.8041
50342038,7.2062
50342039,7.2596
50342040,6.1675
50342042,6.9393
50342044,6.4486
50342045,6.5867
50342046,6.5272
50342049,6.301
50342050,6.3595
50347350,7.9586
50347351,9.7447
50347352,7.7825
50347353,8.9208
50347354,7.9586
50347355,8.8861
50347356,7.7212
50347357,7.4815
50347358,7.0862
50347359,9.0915
50347360,6.475
50347361,7.6778
50347362,8.6198
50347363,9.1739
50347364,6.6576
50347365,6.2147
50347366,6.2924
50347367,7.5686
50347368,8
50347369,9.2676
50347370,9.5376
50347371,8.0862
50347372,9.1487
50347373,9.4202
50347374,8.8239
50347375,9.3279
50347376,9.5229
50347377,9.284
50347378,9.4318
50347379,9.699
50347380,9.9208
50347381,9.1871
50347382,8.8539
50347383,9.3098
50347750,6.5031
50348136,5.699
50348137,5.699
50348138,5.699
50348139,5.699
50348141,6.6556
50348142,7.0721
50348617,5.2218
50349311,5
50350089,4.8182
50350152,6.699
50350156,6.0809
50350160,6.5686
50350161,7.5045
50350163,6.585
50353085,5.2963
50353086,3.4737
50353087,2.6202
50353088,3.0635
50353094,5.8052
50353747,8.2549
50354135,7.0087
50354137,3.7867
50354803,6.8732
50354804,7.2882
50354805,7.2738
50354806,5.9374
50354807,7.3973
50354808,7.5044
50354809,7.6897
50354810,7.0116
50354843,9.3372
50355891,8.3081
50355892,9.3724
50356013,8.2205
50356535,7.5986
50356536,8.1135
50356537,7.1798
50356538,8.0269
50356539,7.3382
50356540,8.6383
50356541,7.3125
50356542,8.5229
50356543,7.2749
50356544,8.1739
50356546,6.8655
50356547,7.1302
50356548,8.0655
50356549,7.2549
50356550,8.2518
50356551,6.3429
50356552,7.8153
50356553,6.0152
50356554,7.3188
50358943,5.2518
50358946,6.0969
50358947,7.2218
50358948,5.9508
50358949,8
50358950,5.567
50358951,6.3665
50358952,5.7305
50358954,5.4225
50358957,6.7696
50358958,6.5686
50358959,5.5317
50358960,5.983
50358965,5.2518
50359303,5.6383
50360022,5.1079
50360023,5.5376
50364234,8.8239
50364235,6.6038
50364920,6.9208
50364921,8.5229
50364922,6.8447
50364923,8.0458
50364924,7.2518
50364925,7.8239
50364926,7.2366
50364927,6.5784
50364928,7.4949
50364929,7.4685
50364930,6.9914
50364931,6.9393
50364932,7.6576
50364933,7.4437
50364934,6.6216
50364935,7.7696
50364936,6.7696
50364937,7.5086
50364938,7.6576
50364939,6.9586
50364940,5.6234
50364941,7.2924
50364942,6.3726
50364943,6.2277
50364944,6.4949
50364945,6.7055
50364946,7.1192
50364947,6.6459
50370660,6.1175
50373120,9.5789
50375381,5.8861
50375382,5.3979
50375383,6.1192
50375384,6.0915
50375385,6.0269
50375387,5.6576
50375392,6.0605
50375393,5.4318
50377660,5.7959
50377689,5.8861
50377692,5.8861
50377693,5.699
50377695,5.9586
50377696,5.7447
50377697,5.8539
50377699,5.8861
50377700,6.3279
50377701,6.2676
50377702,6.585
50377703,7.041
50377704,7.301
50377705,7.1135
50377706,7.4815
50377707,6.8861
50377708,7.0315
50377710,6.9586
50377711,7.0506
50377918,5.8327
50378776,7.3098
50379694,5.865
50379695,5.635
50379696,5.72
50380717,8.2
50380718,7.7001
50380719,8.4001
50380720,7.5
50380849,7.4089
50380850,6.6615
50380851,8.7696
50380852,5.8689
50380853,8.5376
50380854,8.2007
50380855,8.2366
50380856,8.4685
50380857,6.6162
50380858,8.3279
50380860,7.9586
50380861,8.0969
50380862,5.5272
50380863,8.3098
50380864,7.5229
50380865,7.4949
50380886,5.514
50380889,6.4321
50380890,5.4032
50380892,5.3548
50380894,6.2152
50380895,5.9763
50380896,6.9308
50380900,6.7677
50381873,7.1549
50381875,7
50381876,5.7421
50381878,5.9208
50381879,6.0223
50381880,7.3665
50381881,6.0969
50381882,6.6308
50381883,7.1898
50381884,6.2518
50381885,6.6861
50381886,7.9355
50381887,6.5229
50381888,7.7825
50381889,7.1739
50382327,7.284
50382328,7.1871
50382329,8.3372
50382330,6.9626
50382409,6.7496
50382739,6.0109
50382740,6.484
50382741,5.771
50382742,5.3994
50382743,6.3859
50382744,7.1336
50382745,6.2898
50382746,5.7265
50382747,7.4685
50382748,7.1612
50382749,6.2612
50382751,6.3295
50382753,5.89
50383384,6.983
50383385,6.7282
50383386,8.1367
50383387,8.0362
50383388,8.7766
50383389,7.1057
50383390,7.3737
50383391,7.2034
50383392,7.327
50383393,7.3665
50383394,6.2118
50383395,5.8271
50383396,7.4112
50383397,7.8697
50383398,7.8239
50383399,8.1192
50383400,6.1013
50383401,7.8097
50383402,8.5376
50383403,7.1851
50383404,7.8327
50383405,6.7825
50383406,7.0655
50383407,6.7352
50383408,7.4078
50383409,7.1085
50383410,6.567
50383411,7.1838
50383412,7.6517
50383413,7.9266
50383414,7.0132
50383415,6.8729
50383416,6.9031
50383417,7.757
50384143,8.1487
50384144,8.5528
50384145,5.8416
50384146,8.1367
50384147,6.1838
50384148,7.27
50384149,7.4812
50384150,6.752
50384159,7.5331
50384160,7.762
50384161,8.3768
50384162,6.2396
50388883,8.3567
50388884,8.5936
50388885,9.1528
50388886,9.0927
50388887,10.1003
50388888,8.5529
50388889,9.0863
50388890,9.3724
50388891,9.7529
50388892,9.9397
50388893,9.9915
50388894,9.1905
50388895,9.449
50388896,9.4333
50388897,9.1769
50388898,7.2441
50388899,7.3372
50388900,9.6729
50388901,10.1884
50388902,9.7651
50389925,5.2411
50389928,6.104
50389930,5.6021
50389935,6.6737
50389939,7.2012
50390072,5.301
50392280,7
50392283,9
50392284,8.699
50392285,8.0809
50392286,8.1549
50392288,7.8861
50392289,7.1805
50392290,7
50392292,7.1549
50392294,8.3979
50392295,7.6021
50392296,8
50392297,7.5686
50392298,8.0969
50392300,8.1549
50392301,7.541
50392302,7.4949
50392303,7.585
50392304,7.699
50392305,8.0706
50392310,7
50392315,6.5229
50392548,6.0179
50392549,6.7144
50392550,7.8416
50392551,8.3979
50392553,6.7479
50392554,6.5275
50392555,5.447
50392556,6.3996
50392557,5.7289
50392558,6.7416
50392559,7.9586
50392560,8.3279
50392561,8.6108
50392562,6.1744
50392563,7.5406
50392564,7.6234
50392566,7.4134
50392568,6.4089
50392569,6.1805
50392570,7.6799
50392571,7.0625
50392572,7.2351
50392573,5.8268
50392574,6.8207
50392575,7.5391
50392576,7.8894
50392577,7.1993
50392578,6.3098
50392579,6.3768
50394567,6.2596
50394568,5.5901
50394572,5.5058
50395136,6.8794
50395137,6.9788
50395139,6.2787
50395140,7.0555
50395141,6.2381
50395142,6.7055
50395143,6.2189
50395144,6.9788
50395147,5.5
50395148,5.5427
50395151,6.2832
50395152,5.7565
50395153,6.4101
50395154,6.6556
50395155,6.4101
50395156,7.041
50395157,6.9914
50395158,6.3468
50395159,6.1215
50395160,6.699
50395161,6.6676
50395162,7.9914
50395164,5.8649
50395165,5.9393
50395167,6.4101
50395168,6.0857
50395170,5.871
50395171,5.4115
50395172,5.3864
50395174,5.6135
50395175,5.505
50395176,6.3372
50395177,6.5768
50395178,6.5086
50395179,6.3768
50397383,6.9784
50397386,6.7135
50397393,7.056
50397394,6.7545
50397395,6.2503
50397396,6.2612
50398215,5.3107
50398216,5.8013
50398217,6.2233
50398218,5.9318
50398219,5
50398220,6.6126
50398221,5.9914
50398222,5.58
50398223,5.8447
50398224,5.1945
50398225,6.1959
